Education,Age,Genre,Origine,Domestication,VaccinationDesAnimaux,MorsureDeChien,Deces,PropagationParLesChiens,Transmission,VaccinationPreventive,Campagne,VaccinationPersonnelle,ConnaissanceAvantLaVaccination,ConnaissanceApresLaVaccination,Signes,Enrage,Medecin,FamilierAtteint,Installations,VaccinationAbordable,PreferencePourLaVaccination,ID_Repondant
C,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,Respondent1360
C,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,Respondent1361
C,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,Respondent1362
C,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,Respondent1363
A,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,Respondent1364
C,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,Respondent1365
C,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,Respondent1366
C,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,Respondent1367
D,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,Respondent1368
D,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,Respondent1369
D,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1370
D,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,Respondent1371
B,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,Respondent1372
B,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,Respondent1373
B,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,Respondent1374
D,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,Respondent1375
D,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,Respondent1376
B,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,Respondent1377
M,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,Respondent1378
M,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,Respondent1379
M,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,Respondent1380
M,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,Respondent1381
B,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,Respondent1382
M,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,Respondent1383
B,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent1384
F,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,Respondent1385
M,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,Respondent1386
B,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,Respondent1387
B,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,Respondent1388
B,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,Respondent1389
M,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,Respondent1390
M,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1391
B,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,Respondent1392
M,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,Respondent1393
B,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,Respondent1394
B,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1395
B,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,Respondent1396
B,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,Respondent1397
B,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,Respondent1398
B,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,Respondent1399
F,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,Respondent1400
F,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1401
B,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,Respondent1402
B,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,Respondent1403
B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1404
B,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent1405
B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1406
B,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,Respondent1407
B,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,Respondent1408
B,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,Respondent1409
B,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,Respondent1410
B,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,Respondent1411
B,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,Respondent1412
B,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,Respondent1413
B,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,Respondent1414
B,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1415
B,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1416
B,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,Respondent1417
B,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,Respondent1418
B,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1419
B,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,Respondent1420
B,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1421
B,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,Respondent1422
B,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1423
B,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,Respondent1424
B,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1425
B,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,Respondent1426
B,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,Respondent1427
B,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,Respondent1428
B,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,Respondent1429
B,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,Respondent1430
B,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,Respondent1431
B,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,Respondent1432
B,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,Respondent1433
B,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,Respondent1434
B,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,Respondent1435
B,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,Respondent1436
B,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,Respondent1437
B,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,Respondent1438
B,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,Respondent1439
B,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,Respondent1440
B,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,Respondent1441
B,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,Respondent1442
B,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,Respondent1443
B,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1444
B,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,Respondent1445
F,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1446
B,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1447
B,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,Respondent1448
B,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1449
B,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,Respondent1450
B,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,Respondent1451
B,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,Respondent1452
B,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,Respondent1453
B,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1454
B,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,Respondent1455
M,3,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,Respondent1456
C,3,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1457
C,3,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,Respondent1458
C,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,Respondent1459
C,3,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,Respondent1460
A,3,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,Respondent1461
A,3,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,Respondent1462
M,3,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1463
M,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1464
M,3,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,Respondent1465
M,3,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,Respondent1466
